,sub,Hue Angle,Prior
307,s2,254.0001,0.0038812158878365442
308,s2,256.0001,0.004050381489833798
309,s2,258.0001,0.004226239025417777
310,s2,260.0001,0.004408797433839535
311,s2,262.0001,0.004598036050900698
312,s2,264.0001,0.004793902009415959
313,s2,266.0001,0.004996307706616286
314,s2,268.0001,0.005205128381182947
315,s2,270.0001,0.005420199846354691
316,s2,272.0001,0.005641316428865463
317,s2,274.0001,0.00586822916618932
318,s2,276.0001,0.006100644316521832
319,s2,278.0001,0.006338222236929543
320,s2,280.0001,0.006580576684962154
321,s2,282.0001,0.006827274597550449
322,s2,284.0001,0.007077836398015699
323,s2,286.0001,0.007331736877308647
324,s2,288.0001,0.007588406689012195
325,s2,290.0001,0.007847234489039496
326,s2,292.0001,0.00810756974023663
327,s2,294.0001,0.008368726189202638
328,s2,296.0001,0.008629986007583773
329,s2,298.0001,0.008890604572977173
330,s2,300.0001,0.009149815845585196
331,s2,302.0001,0.00940683827620437
332,s2,304.0001,0.009660881159453178
333,s2,306.0001,0.009911151323928072
334,s2,308.0001,0.010156860028970437
